Checkpoint,Time (s),Packets Received,Missing Packets,Goodput (%),Packet Rate (pkts/s)
669,3.48,669002,3862,99.43,199443.84
670,3.49,670001,3871,99.43,186003.89
671,3.49,671002,3878,99.43,191616.01
672,3.5,672000,3888,99.42,193398.42
673,3.5,673002,3894,99.42,188461.55
674,3.51,674000,3900,99.42,186015.88
675,3.51,675003,3901,99.43,202098.72
676,3.52,676002,3906,99.43,197973.53
677,3.52,677002,3906,99.43,183293.45
678,3.53,678003,3913,99.43,198914.97
679,3.53,679003,3921,99.43,195129.29
680,3.54,680002,3922,99.43,188879.81
681,3.54,681002,3926,99.43,197119.28
682,3.55,682000,3928,99.43,203723.92
683,3.55,683002,3938,99.43,188444.65
684,3.56,684003,3941,99.43,197084.84
685,3.56,685003,3945,99.43,200972.88
686,3.57,686000,3952,99.43,190815.47
687,3.57,687002,3966,99.43,189344.59
688,3.58,688000,3976,99.43,196678.82
689,3.58,689003,3985,99.42,193411.2
690,3.59,690000,3992,99.42,182935.43
691,3.59,691007,3997,99.42,199794.9
692,3.6,692000,4012,99.42,198756.57
693,3.6,693003,4017,99.42,180405.97
694,3.61,694003,4021,99.42,194577.1
695,3.62,695001,4035,99.42,189673.99
696,3.62,696003,4041,99.42,183044.1
697,3.63,697000,4048,99.42,196916.61
698,3.63,698002,4058,99.42,200999.22
699,3.64,699001,4071,99.42,189058.78
700,3.64,700002,4074,99.42,199453.6
701,3.65,701000,4088,99.42,195795.66
702,3.65,702002,4094,99.42,194119.75
703,3.66,703002,4102,99.42,188313.38
704,3.66,704003,4109,99.42,201366.83
705,3.67,705003,4113,99.42,198895.3
706,3.67,706003,4121,99.42,184089.89
707,3.68,707003,4129,99.42,190148.88
708,3.68,708002,4134,99.42,193610.1
709,3.69,709002,4142,99.42,177274.05
710,3.69,710001,4151,99.42,197628.04
711,3.7,711000,4164,99.42,190858.6
712,3.7,712001,4175,99.42,187032.18
713,3.71,713000,4180,99.42,189855.45
714,3.71,714000,4184,99.42,196998.92
715,3.72,715001,4191,99.42,188662.64
716,3.72,716000,4196,99.42,192631.01
717,3.73,717000,4204,99.42,195775.95
718,3.74,718000,4212,99.42,189068.88
719,3.74,719001,4215,99.42,189651.2
720,3.75,720001,4223,99.42,196657.16
721,3.75,721001,4227,99.42,194712.59
722,3.76,722000,4232,99.42,185649.52
723,3.76,723003,4241,99.42,197552.8
724,3.77,724001,4247,99.42,197272.04
725,3.77,725002,4250,99.42,184931.43
726,3.78,726000,4256,99.42,198206.14
727,3.78,727001,4259,99.42,196054.09
728,3.79,728001,4267,99.42,188958.15
729,3.79,729001,4271,99.42,192868.17
730,3.8,730000,4284,99.42,192004.29
731,3.8,731002,4290,99.42,190892.65
732,3.81,732001,4303,99.42,194698.65
733,3.81,733003,4305,99.42,201645.36
734,3.82,734001,4307,99.42,193407.36
735,3.82,735001,4315,99.42,182885.85
736,3.83,736000,4316,99.42,198809.53
737,3.83,737002,4326,99.42,196039.4
738,3.84,738003,4333,99.42,183508.82
739,3.84,739001,4339,99.42,197309.23
740,3.85,740001,4343,99.42,201165.66
741,3.85,741003,4345,99.42,182345.22
742,3.86,742002,4350,99.42,192560.19
743,3.86,743003,4353,99.42,202103.51
744,3.87,744002,4358,99.42,186268.49
745,3.88,745002,4362,99.42,192496.4
746,3.88,746003,4369,99.42,202191.11
747,3.89,747002,4374,99.42,184350.82
748,3.89,748000,4384,99.42,187625.07
749,3.9,749003,4389,99.42,198260.38
750,3.9,750000,4396,99.42,193401.22
751,3.91,751002,4394,99.42,187930.63
752,3.91,752001,4399,99.42,197070.35
753,3.92,753001,4407,99.42,194857.33
754,3.92,754003,4413,99.42,181095.9
755,3.93,755001,4423,99.42,196190.26
756,3.93,756003,4433,99.42,201316.95
757,3.94,757002,4442,99.42,184010.79
758,3.94,758002,4446,99.42,194441.8
759,3.95,759001,4451,99.42,199757.33
760,3.95,760002,4458,99.42,180038.52
761,3.96,761000,4464,99.42,192624.15
762,3.96,762003,4469,99.42,199293.52
763,3.97,763001,4475,99.42,182186.43
764,3.97,764001,4479,99.42,189607.34
765,3.98,765001,4483,99.42,196620.29
766,3.98,766001,4487,99.42,196114.65
767,3.99,767002,4498,99.42,184144.66
768,3.99,768000,4508,99.42,198215.52
769,4.0,769002,4518,99.42,189225.24
770,4.01,770002,4522,99.42,182353.12
771,4.01,771001,4527,99.42,194888.82
772,4.02,772001,4535,99.42,199282.75
773,4.02,773000,4544,99.42,179902.52
774,4.03,774000,4548,99.42,197620.81
775,4.03,775002,4554,99.42,200280.81
776,4.04,776003,4561,99.42,179461.35
777,4.04,777002,4570,99.42,194355.48
778,4.05,778000,4576,99.42,189407.94
779,4.05,779003,4581,99.42,184853.1
780,4.06,780002,4586,99.42,186268.49
781,4.06,781000,4592,99.42,197430.21
782,4.07,782003,4601,99.42,184036.35
783,4.07,783002,4606,99.42,192905.93
784,4.08,784002,4614,99.41,199036.87
785,4.08,785002,4622,99.41,192602.47
786,4.09,786001,4627,99.41,188777.69
787,4.09,787000,4632,99.41,196147.82
788,4.1,788001,4639,99.41,196512.91
789,4.11,789000,4644,99.41,185789.46
790,4.11,790000,4644,99.42,197314.01
791,4.12,791003,4653,99.42,196399.95
792,4.12,792003,4657,99.42,186363.81
793,4.13,793003,4661,99.42,199084.11
794,4.13,794002,4666,99.42,200435.77
795,4.14,795002,4678,99.42,187295.88
796,4.14,796001,4683,99.42,190945.57
797,4.15,797003,4685,99.42,199520.16
798,4.15,798002,4698,99.41,192968.12
799,4.16,799002,4706,99.41,183654.61
800,4.16,800000,4712,99.41,197812.74
801,4.17,801001,4723,99.41,197799.79
802,4.17,802002,4734,99.41,181603.8
803,4.18,803002,4742,99.41,190364.63
804,4.18,804000,4752,99.41,194196.96
805,4.19,805002,4758,99.41,186108.08
806,4.19,806000,4764,99.41,199158.6
807,4.2,807000,4768,99.41,198895.3
808,4.2,808002,4774,99.41,184296.29
809,4.21,809002,4782,99.41,196032.16
810,4.21,810002,4786,99.41,199567.21
811,4.22,811002,4794,99.41,189094.45
812,4.22,812000,4804,99.41,191487.44
813,4.23,813003,4809,99.41,198027.06
814,4.23,814001,4815,99.41,197346.44
815,4.24,815002,4822,99.41,185823.59
816,4.24,816000,4828,99.41,196300.67
817,4.25,817000,4832,99.41,195620.73
818,4.26,818000,4836,99.41,187605.85
819,4.26,819001,4839,99.41,199728.76
820,4.27,820000,4848,99.41,197153.8
821,4.27,821002,4854,99.41,183483.63
822,4.28,822001,4859,99.41,196580.33
823,4.28,823000,4860,99.41,199681.17
824,4.29,824003,4865,99.41,185194.88
825,4.29,825002,4870,99.41,194463.72
826,4.3,826000,4880,99.41,199919.54
827,4.3,827002,4886,99.41,182852.97
828,4.31,828002,4894,99.41,193455.28
829,4.31,829001,4899,99.41,197088.89
830,4.32,830001,4903,99.41,195766.81
831,4.32,831002,4910,99.41,185955.28
832,4.33,832001,4919,99.41,196497.36
833,4.33,833002,4922,99.41,194213.08
834,4.34,834003,4925,99.41,190598.25
835,4.34,835003,4925,99.41,200924.74
836,4.35,836000,4936,99.41,189793.54
837,4.35,837000,4940,99.41,183590.3
838,4.36,838001,4943,99.41,200367.39
839,4.36,839002,4950,99.41,198332.39
840,4.37,840002,4954,99.41,186670.7
841,4.37,841001,4959,99.41,192781.67
842,4.38,842001,4971,99.41,197193.42
843,4.38,843002,4982,99.41,189078.96
844,4.39,844000,4988,99.41,193041.66
845,4.4,845003,4993,99.41,197293.39
846,4.4,846003,4997,99.41,194198.72
847,4.41,847004,5000,99.41,182305.61
848,4.41,848003,5009,99.41,193941.67
849,4.42,849003,5013,99.41,186463.23
850,4.42,850000,5020,99.41,186003.07
851,4.43,851000,5024,99.41,197165.61
852,4.43,852000,5028,99.41,192708.66
853,4.44,853001,5035,99.41,183300.52
854,4.44,854001,5043,99.41,197091.49
855,4.45,855000,5048,99.41,196460.51
856,4.45,856002,5050,99.41,189267.85
857,4.46,857003,5057,99.41,191948.9
858,4.46,858002,5066,99.41,197898.72
859,4.47,859003,5073,99.41,188798.38
860,4.47,860002,5086,99.41,187150.37
861,4.48,861001,5091,99.41,199434.06
862,4.48,862000,5096,99.41,189315.04
863,4.49,863003,5109,99.41,186640.95
864,4.49,864003,5117,99.41,195465.75
865,4.5,865000,5124,99.41,200044.06
866,4.5,866002,5134,99.41,187981.06
867,4.51,867002,5142,99.41,200770.86
868,4.51,868000,5152,99.41,199719.23
869,4.52,869001,5159,99.41,183132.61
870,4.53,870003,5165,99.41,199434.95
871,4.53,871001,5167,99.41,199766.89
872,4.54,872002,5178,99.41,188544.02
873,4.54,873002,5182,99.41,193839.73
874,4.55,874001,5187,99.41,198809.53
875,4.55,875000,5192,99.41,191600.43
876,4.56,876003,5193,99.41,192218.17
877,4.56,877000,5196,99.41,202563.51
878,4.57,878003,5197,99.41,197321.15
879,4.57,879001,5203,99.41,184028.64
880,4.58,880001,5207,99.41,201940.49
881,4.58,881002,5214,99.41,192494.54
882,4.59,882002,5222,99.41,182623.07
883,4.59,883002,5230,99.41,190797.62
884,4.6,884003,5237,99.41,192901.37
885,4.6,885003,5245,99.41,177905.67
886,4.61,886002,5250,99.41,196083.56
887,4.61,887002,5254,99.41,196114.65
888,4.62,888002,5254,99.41,186041.43
889,4.62,889002,5262,99.41,189976.63
890,4.63,890002,5270,99.41,196151.34
891,4.63,891003,5281,99.41,187986.85
892,4.64,892001,5287,99.41,184093.39
893,4.65,893001,5299,99.41,192302.23
894,4.65,894003,5305,99.41,184506.66
895,4.66,895003,5309,99.41,187087.02
896,4.66,896002,5314,99.41,198526.94
897,4.67,897001,5315,99.41,192039.49
898,4.67,898000,5320,99.41,183038.17
899,4.68,899001,5323,99.41,196503.71
900,4.68,900002,5334,99.41,192468.06
901,4.69,901002,5346,99.41,183181.38
902,4.69,902002,5350,99.41,197462.64
903,4.7,903003,5357,99.41,193550.54
904,4.7,904003,5365,99.41,183654.61
905,4.71,905001,5367,99.41,188088.76
906,4.71,906000,5376,99.41,201573.57
907,4.72,907001,5379,99.41,195315.33
908,4.72,908001,5383,99.41,190295.54
909,4.73,909002,5390,99.41,197986.34
910,4.73,910002,5394,99.41,198377.9
911,4.74,911002,5394,99.41,181847.13
912,4.74,912002,5402,99.41,198331.0
913,4.75,913002,5414,99.41,199084.11
914,4.75,914003,5417,99.41,181839.76
915,4.76,915002,5422,99.41,197702.64
916,4.76,916002,5426,99.41,198209.16
917,4.77,917002,5434,99.41,179982.15
918,4.78,918003,5437,99.41,193292.13
919,4.78,919001,5447,99.41,199871.81
920,4.79,920000,5456,99.41,187678.48
921,4.79,921002,5466,99.41,196663.2
922,4.8,922003,5473,99.41,200923.54
923,4.8,923000,5480,99.41,195106.66
924,4.81,924002,5486,99.41,184701.27
925,4.81,925001,5491,99.41,196885.15
926,4.82,926002,5498,99.41,188832.34
927,4.82,927001,5503,99.41,182234.15
928,4.83,928003,5509,99.41,196470.13
929,4.83,929000,5508,99.41,201538.44
930,4.84,930001,5511,99.41,181438.99
931,4.84,931000,5520,99.41,197274.47
932,4.85,932000,5532,99.41,179466.18
933,4.85,933002,5534,99.41,184433.78
934,4.86,934001,5539,99.41,207605.89
935,4.86,935003,5541,99.41,239660.85
936,4.87,936002,5546,99.41,211099.28
937,4.87,937000,5552,99.41,177369.3
938,4.88,938003,5557,99.41,180135.6
939,4.89,939001,5563,99.41,155327.3
940,4.89,940002,5570,99.41,172706.64
941,4.9,941003,5577,99.41,185503.39
942,4.9,942001,5583,99.41,188452.88
943,4.91,943001,5591,99.41,174370.33
944,4.91,944002,5594,99.41,197902.35
945,4.92,945002,5598,99.41,191197.7
946,4.92,946002,5610,99.41,184673.48
947,4.93,947000,5620,99.41,200120.26
948,4.93,948000,5632,99.41,195766.81
949,4.94,949002,5638,99.41,189600.86
950,4.94,950001,5647,99.41,191163.36
951,4.95,951003,5657,99.41,195464.98
952,4.95,952001,5659,99.41,183191.05
953,4.96,953001,5671,99.41,188423.36
954,4.96,954002,5678,99.41,194329.94
955,4.97,955001,5683,99.41,183575.45
956,4.98,956002,5686,99.41,193952.89
957,4.98,957000,5696,99.41,194359.26
958,4.99,958003,5701,99.41,183666.75
959,4.99,959001,5715,99.41,192067.33
960,5.0,960002,5722,99.41,193425.7
961,5.0,961000,5728,99.41,191338.64
962,5.01,962000,5728,99.41,188457.23
963,5.01,963002,5730,99.41,198118.73
964,5.02,964003,5741,99.41,190399.45
965,5.02,965003,5749,99.41,184714.14
966,5.03,966003,5753,99.41,198096.82
967,5.03,967003,5757,99.41,196032.16
968,5.04,968003,5765,99.41,178991.34
969,5.04,969003,5773,99.41,192974.65
970,5.05,970000,5780,99.41,194688.82
971,5.05,971000,5780,99.41,183622.45
972,5.06,972002,5790,99.41,191074.91
973,5.06,973002,5798,99.41,198688.02
974,5.07,974000,5808,99.41,185784.71
975,5.08,975002,5810,99.41,192466.23
976,5.08,976003,5817,99.41,199595.83
977,5.09,977000,5824,99.41,192732.69
978,5.09,978003,5825,99.41,191013.75
979,5.1,979002,5830,99.41,197088.89
980,5.1,980001,5835,99.41,188412.68
981,5.11,981002,5842,99.41,185405.09
982,5.11,982003,5845,99.41,196154.85
983,5.12,983000,5848,99.41,197269.61
984,5.12,984002,5854,99.41,179863.59
985,5.13,985003,5861,99.41,196164.01
986,5.13,986002,5870,99.41,194916.02
987,5.14,987000,5880,99.41,182051.73
988,5.14,988003,5885,99.41,191596.62
989,5.15,989003,5885,99.41,202018.3
990,5.15,990000,5888,99.41,183103.65
991,5.16,991000,5896,99.41,188288.02
992,5.16,992002,5902,99.41,196506.88
993,5.17,993001,5903,99.41,188811.72
994,5.17,994000,5908,99.41,189460.56
995,5.18,995003,5909,99.41,199123.72
996,5.18,996003,5909,99.41,187900.01
997,5.19,997003,5913,99.41,185596.88
998,5.2,998003,5917,99.41,193312.62
999,5.2,999000,5924,99.41,194236.66
1000,5.21,1000002,5926,99.41,182045.08
1001,5.21,1001001,5935,99.41,192454.06
1002,5.22,1002002,5938,99.41,193354.44
1003,5.22,1003000,5944,99.41,181719.79
1004,5.23,1004000,5948,99.41,194171.75
1005,5.23,1005000,5956,99.41,194631.28
1006,5.24,1006002,5958,99.41,189840.66
1007,5.24,1007001,5963,99.41,191416.61
1008,5.25,1008002,5966,99.41,195615.63
1009,5.25,1009000,5976,99.41,181925.13
1010,5.26,1010002,5982,99.41,191991.44
1011,5.26,1011000,5984,99.41,197114.12
1012,5.27,1012001,5987,99.41,190555.0
1013,5.27,1013001,5991,99.41,187757.02
1014,5.28,1014004,6000,99.41,195061.29
1015,5.28,1015000,6008,99.41,189611.78
1016,5.29,1016003,6017,99.41,181660.2
1017,5.3,1017000,6020,99.41,197988.78
1018,5.3,1018003,6025,99.41,195696.47
1019,5.31,1019003,6033,99.41,182853.95
1020,5.31,1020002,6038,99.41,194436.64
1021,5.32,1021003,6037,99.41,192124.57
1022,5.32,1022000,6040,99.41,182671.72
1023,5.33,1023001,6047,99.41,195388.04
1024,5.33,1024000,6056,99.41,197283.76
1025,5.34,1025001,6059,99.41,180611.65
1026,5.34,1026002,6062,99.41,197446.31
1027,5.35,1027002,6066,99.41,194207.71
1028,5.35,1028002,6066,99.41,188211.98
1029,5.36,1029003,6073,99.41,189694.05
1030,5.36,1030002,6078,99.41,196774.19
1031,5.37,1031001,6087,99.41,187821.49
1032,5.37,1032001,6095,99.41,184324.5
1033,5.38,1033002,6094,99.41,197669.41
1034,5.38,1034001,6095,99.41,188344.93
1035,5.39,1035000,6100,99.41,183744.51
1036,5.39,1036002,6102,99.41,199047.67
1037,5.4,1037002,6106,99.41,198575.13
1038,5.41,1038001,6115,99.41,180982.62
1039,5.41,1039001,6123,99.41,196334.97
1040,5.42,1040002,6130,99.41,195706.82
1041,5.42,1041001,6139,99.41,178995.67
1042,5.43,1042001,6147,99.41,194477.86
1043,5.43,1043001,6155,99.41,193535.62
1044,5.44,1044003,6161,99.41,184360.97
1045,5.44,1045001,6167,99.41,193219.88
1046,5.45,1046002,6174,99.41,201096.77
1047,5.45,1047002,6178,99.41,184154.55
1048,5.46,1048003,6181,99.41,191913.8
1049,5.46,1049000,6188,99.41,202514.46
1050,5.47,1050001,6191,99.41,192019.13
1051,5.47,1051001,6199,99.41,182885.85
1052,5.48,1052003,6209,99.41,199047.67
1053,5.48,1053000,6216,99.41,197539.85
1054,5.49,1054001,6223,99.41,182797.73
1055,5.49,1055002,6230,99.41,196936.92
1056,5.5,1056002,6234,99.41,198716.26
1057,5.5,1057002,6234,99.41,183117.4
1058,5.51,1058003,6237,99.41,197446.31
1059,5.51,1059000,6244,99.41,196177.57
1060,5.52,1060001,6247,99.41,184955.87
1061,5.52,1061002,6250,99.41,196770.79
1062,5.53,1062003,6253,99.41,195706.82
1063,5.54,1063003,6261,99.41,184267.81
1064,5.54,1064000,6276,99.41,189106.91
1065,5.55,1065000,6284,99.41,201165.66
1066,5.55,1066002,6290,99.41,192660.34
1067,5.56,1067003,6297,99.41,188408.65
1068,5.56,1068002,6302,99.41,200435.77
1069,5.57,1069001,6311,99.41,192746.2
1070,5.57,1070002,6314,99.41,186235.73
1071,5.58,1071003,6317,99.41,196494.52
1072,5.58,1072000,6324,99.41,194888.43
1073,5.59,1073000,6332,99.41,184640.96
1074,5.59,1074001,6335,99.41,198126.48
1075,5.6,1075000,6340,99.41,191933.93
1076,5.6,1076002,6346,99.41,231744.84
1077,5.61,1077000,6348,99.41,200474.88
1078,5.61,1078002,6354,99.41,196121.73
1079,5.62,1079001,6363,99.41,191565.39
1080,5.62,1080003,6365,99.41,186215.28
1081,5.63,1081002,6370,99.41,194997.66
1082,5.63,1082003,6373,99.41,191502.39
1083,5.64,1083002,6378,99.41,186625.23
1084,5.64,1084003,6385,99.41,198135.83
1085,5.65,1085001,6391,99.41,194205.97
1086,5.65,1086003,6397,99.41,185042.82
1087,5.66,1087000,6408,99.41,196953.71
1088,5.66,1088003,6413,99.41,197915.27
1089,5.67,1089003,6417,99.41,180827.94
1090,5.67,1090003,6421,99.41,189538.8
1091,5.68,1091002,6426,99.41,195388.65
1092,5.69,1092000,6440,99.41,184231.13
1093,5.69,1093001,6447,99.41,190054.7
1094,5.7,1094001,6451,99.41,194739.72
1095,5.7,1095000,6456,99.41,186202.27
1096,5.71,1096003,6465,99.41,188708.87
1097,5.71,1097000,6468,99.41,200082.35
1098,5.72,1098001,6471,99.41,188586.37
1099,5.72,1099001,6475,99.41,183421.7
1100,5.73,1100002,6482,99.41,193132.08
1101,5.73,1101000,6488,99.41,187835.56
1102,5.74,1102003,6497,99.41,185775.53
1103,5.74,1103003,6501,99.41,196426.92
1104,5.75,1104002,6502,99.41,200762.29
1105,5.75,1105000,6504,99.41,184474.7
1106,5.76,1106002,6510,99.41,196700.02
1107,5.76,1107002,6518,99.41,191687.03
1108,5.77,1108000,6524,99.41,187978.96
1109,5.77,1109002,6534,99.41,191335.88
1110,5.78,1110003,6541,99.41,196035.78
1111,5.78,1111002,6542,99.41,190867.29
1112,5.79,1112001,6547,99.41,186700.07
1113,5.8,1113000,6556,99.41,196959.18
1114,5.8,1114002,6562,99.41,191179.21
1115,5.81,1115003,6573,99.41,183372.57
1116,5.81,1116002,6582,99.41,192897.05
1117,5.82,1117003,6585,99.41,191984.01
1118,5.82,1118002,6594,99.41,183873.52
1119,5.83,1119003,6605,99.41,196393.41
1120,5.83,1120003,6613,99.41,195111.13
1121,5.84,1121003,6621,99.41,181163.79
1122,5.84,1122002,6622,99.41,196811.16
1123,5.85,1123002,6634,99.41,197509.14
1124,5.85,1124003,6637,99.41,188366.38
1125,5.86,1125002,6642,99.41,198057.75
1126,5.86,1126000,6644,99.41,197943.7
1127,5.87,1127001,6647,99.41,188012.1
1128,5.87,1128002,6658,99.41,184144.66
1129,5.88,1129001,6671,99.41,196037.7
1130,5.88,1130002,6678,99.41,187835.46
1131,5.89,1131001,6687,99.41,182044.13
1132,5.89,1132003,6689,99.41,200787.95
1133,5.9,1133002,6698,99.41,188565.31
1134,5.91,1134003,6705,99.41,180985.36
1135,5.91,1135001,6711,99.41,198997.64
1136,5.92,1136002,6718,99.41,194222.06
1137,5.92,1137000,6724,99.41,181349.77
1138,5.93,1138001,6731,99.41,197520.62
1139,5.93,1139001,6735,99.41,176305.34
1140,5.94,1140002,6738,99.41,189036.39
1141,5.94,1141002,6742,99.41,196934.17
1142,5.95,1142000,6748,99.41,189992.53
1143,5.95,1143002,6758,99.41,174624.7
1144,5.96,1144000,6760,99.41,197039.89
1145,5.96,1145000,6764,99.41,190971.36
1146,5.97,1146001,6771,99.41,190416.72
1147,5.97,1147000,6772,99.41,186425.95
1148,5.98,1148002,6770,99.41,200548.42
1149,5.98,1149000,6776,99.41,189014.51
1150,5.99,1150001,6783,99.41,183773.89
1151,5.99,1151002,6794,99.41,199122.52
1152,6.0,1152002,6798,99.41,194144.79
1153,6.01,1153001,6799,99.41,184277.85
1154,6.01,1154002,6806,99.41,195706.82
1155,6.02,1155002,6810,99.41,194658.37
1156,6.02,1156002,6818,99.41,185564.04
1157,6.03,1157001,6827,99.41,197005.49
1158,6.03,1158000,6832,99.41,190719.6
1159,6.04,1159001,6839,99.41,179876.54
1160,6.04,1160003,6841,99.41,191842.45
1161,6.05,1161001,6847,99.41,197077.0
1162,6.05,1162003,6849,99.41,183652.01
1163,6.06,1163001,6859,99.41,184710.77
1164,6.06,1164001,6863,99.41,200320.18
1165,6.07,1165000,6868,99.41,182702.96
1166,6.07,1166003,6869,99.41,187581.35
1167,6.08,1167000,6880,99.41,194191.56
1168,6.08,1168001,6887,99.41,188155.34
1169,6.09,1169001,6891,99.41,187698.2
1170,6.09,1170001,6895,99.41,194360.7
1171,6.1,1171000,6896,99.41,192109.93
1172,6.11,1172000,6904,99.41,185219.87
1173,6.11,1173000,6908,99.41,196188.03
1174,6.12,1174001,6915,99.41,192618.17
1175,6.12,1175002,6922,99.41,183798.03
1176,6.13,1176003,6925,99.41,198689.05
1177,6.13,1177001,6931,99.41,200005.51
1178,6.14,1178001,6939,99.41,180206.4
1179,6.14,1179002,6946,99.41,190313.15
1180,6.15,1180000,6956,99.41,198056.09
1181,6.15,1181002,6958,99.41,191580.1
1182,6.16,1182002,6970,99.41,192983.53
1183,6.16,1183002,6970,99.41,199833.44
1184,6.17,1184003,6977,99.41,194213.08
1185,6.17,1185003,6985,99.41,186579.36
1186,6.18,1186001,6987,99.41,198131.08
1187,6.18,1187002,6986,99.41,197669.41
1188,6.19,1188000,6988,99.42,181790.82
1189,6.19,1189000,6996,99.42,195995.51
1190,6.2,1190006,6998,99.42,191767.93
1191,6.2,1191000,7004,99.42,178840.86
1192,6.21,1192003,7009,99.42,193660.49
1193,6.21,1193001,7015,99.42,201091.25
1194,6.22,1194003,7021,99.42,185246.73
1195,6.23,1195003,7025,99.42,189718.83
1196,6.23,1196002,7026,99.42,199282.3
1197,6.24,1197001,7027,99.42,167812.48
1198,6.24,1198001,7031,99.42,185457.38
1199,6.25,1199001,7035,99.42,198650.37
1200,6.25,1200001,7047,99.42,194135.8
1201,6.26,1201000,7056,99.42,187292.58
1202,6.26,1202000,7064,99.42,196657.16
1203,6.27,1203001,7071,99.42,191467.45
1204,6.27,1204003,7077,99.42,184328.62
1205,6.28,1205003,7085,99.42,197072.97
1206,6.28,1206003,7093,99.42,194513.94
1207,6.29,1207002,7098,99.42,183310.43
1208,6.29,1208002,7102,99.42,196657.16
1209,6.3,1209003,7109,99.42,200357.83
1210,6.3,1210000,7116,99.42,185903.84
1211,6.31,1211003,7125,99.42,192332.41
1212,6.31,1212000,7132,99.41,200197.29
1213,6.32,1213000,7140,99.41,186920.27
1214,6.32,1214000,7148,99.41,195083.91
1215,6.33,1215001,7159,99.41,195697.69
1216,6.34,1216001,7167,99.41,191494.5
1217,6.34,1217003,7173,99.41,189344.59
1218,6.35,1218000,7176,99.41,196490.98
1219,6.35,1219001,7195,99.41,195124.71
1220,6.36,1220000,7204,99.41,183038.17
1221,6.36,1221000,7212,99.41,199084.11
