Checkpoint,Time (s),Packets Received,Missing Packets,Goodput (%),Packet Rate (pkts/s)
8000,42.27,8000002,48946,99.39,174247.19
8001,42.28,8001001,48955,99.39,184488.8
8002,42.28,8002001,48963,99.39,186289.32
8003,42.29,8003002,48962,99.39,180588.34
8004,42.3,8004001,48975,99.39,183535.25
8005,42.3,8005001,48975,99.39,186920.27
8006,42.31,8006000,48988,99.39,180912.3
8007,42.31,8007000,48996,99.39,192011.72
8008,42.32,8008001,49003,99.39,172345.07
8009,42.32,8009002,49010,99.39,176422.32
8010,42.33,8010003,49021,99.39,190667.5
8011,42.33,8011001,49031,99.39,189553.75
8012,42.34,8012002,49034,99.39,175559.2
8013,42.34,8013002,49038,99.39,189060.36
8014,42.35,8014000,49044,99.39,187810.27
8015,42.36,8015002,49046,99.39,181002.31
8016,42.36,8016000,49052,99.39,192926.0
8017,42.37,8017003,49057,99.39,189884.31
8018,42.37,8018000,49060,99.39,177968.3
8019,42.38,8019000,49064,99.39,195238.28
8020,42.38,8020002,49074,99.39,189378.72
8021,42.39,8021000,49076,99.39,175025.73
8022,42.39,8022002,49078,99.39,186009.23
8023,42.4,8023003,49081,99.39,186616.51
8024,42.4,8024003,49089,99.39,177807.62
8025,42.41,8025001,49095,99.39,188401.99
8026,42.41,8026001,49099,99.39,192381.62
8027,42.42,8027002,49102,99.39,181407.63
8028,42.42,8028000,49108,99.39,184914.76
8029,42.43,8029000,49112,99.39,190658.85
8030,42.44,8030003,49113,99.39,182432.22
8031,42.44,8031000,49120,99.39,187647.35
8032,42.45,8032000,49124,99.39,192275.79
8033,42.45,8033001,49135,99.39,183372.57
8034,42.46,8034003,49141,99.39,181808.82
8035,42.46,8035001,49147,99.39,190027.03
8036,42.47,8036003,49157,99.39,182147.64
8037,42.47,8037000,49160,99.39,176272.86
8038,42.48,8038002,49166,99.39,191144.43
8039,42.48,8039002,49170,99.39,175501.23
8040,42.49,8040002,49178,99.39,181855.01
8041,42.5,8041001,49183,99.39,191119.76
8042,42.5,8042001,49187,99.39,176706.44
8043,42.51,8043003,49193,99.39,174385.59
8044,42.51,8044000,49200,99.39,185870.79
8045,42.52,8045001,49207,99.39,181407.63
8046,42.52,8046003,49217,99.39,182218.72
8047,42.53,8047003,49225,99.39,192302.23
8048,42.53,8048002,49230,99.39,186003.89
8049,42.54,8049000,49240,99.39,168041.57
8050,42.54,8050000,49240,99.39,195074.83
8051,42.55,8051001,49247,99.39,188163.77
8052,42.56,8052001,49255,99.39,174850.09
8053,42.56,8053002,49262,99.39,188628.73
8054,42.57,8054002,49266,99.39,183582.26
8055,42.57,8055001,49271,99.39,178873.41
8056,42.58,8056001,49283,99.39,190589.54
8057,42.58,8057003,49293,99.39,183885.04
8058,42.59,8058002,49298,99.39,175811.26
8059,42.59,8059000,49304,99.39,189125.53
8060,42.6,8060001,49307,99.39,186401.1
8061,42.6,8061001,49315,99.39,177815.16
8062,42.61,8062001,49323,99.39,192161.27
8063,42.62,8063003,49329,99.39,185935.17
8064,42.62,8064001,49335,99.39,178785.95
8065,42.63,8065000,49340,99.39,192489.42
8066,42.63,8066002,49346,99.39,189301.95
8067,42.64,8067002,49350,99.39,172534.1
8068,42.64,8068000,49356,99.39,190676.24
8069,42.65,8069001,49363,99.39,179002.27
8070,42.65,8070001,49375,99.39,177973.61
8071,42.66,8071000,49388,99.39,186276.77
8072,42.66,8072000,49392,99.39,181681.71
8073,42.67,8073002,49406,99.39,172581.0
8074,42.68,8074003,49417,99.39,190884.21
8075,42.68,8075001,49431,99.39,186538.12
8076,42.69,8076003,49433,99.39,176568.89
8077,42.69,8077000,49440,99.39,189578.43
8078,42.7,8078002,49446,99.39,188486.91
8079,42.7,8079000,49452,99.39,175554.24
8080,42.71,8080002,49458,99.39,187704.0
8081,42.71,8081003,49461,99.39,190226.92
8082,42.72,8082002,49466,99.39,178462.02
8083,42.72,8083000,49476,99.39,183963.94
8084,42.73,8084000,49480,99.39,182123.49
8085,42.74,8085002,49482,99.39,173378.41
8086,42.74,8086003,49485,99.39,169205.59
8087,42.75,8087000,49488,99.39,167651.09
8088,42.75,8088002,49498,99.39,183611.89
8089,42.76,8089002,49502,99.39,169892.42
8090,42.76,8090002,49510,99.39,165045.61
8091,42.77,8091001,49515,99.39,161028.0
8092,42.78,8092003,49517,99.39,190270.4
8093,42.78,8093002,49522,99.39,186700.07
8094,42.79,8094003,49529,99.39,176481.64
8095,42.79,8095001,49535,99.39,192473.58
8096,42.8,8096001,49543,99.39,177996.27
8097,42.8,8097000,49544,99.39,209515.96
8098,42.81,8098001,49551,99.39,242617.64
8099,42.81,8099003,49557,99.39,194488.07
8100,42.82,8100003,49561,99.39,180376.9
8101,42.82,8101001,49567,99.39,184808.63
8102,42.83,8102001,49579,99.39,185162.63
8103,42.83,8103003,49581,99.39,186587.31
8104,42.84,8104001,49583,99.39,179045.96
8105,42.84,8105003,49589,99.39,188842.62
8106,42.85,8106003,49597,99.39,180664.37
8107,42.86,8107002,49598,99.39,179102.79
8108,42.86,8108000,49604,99.39,189048.66
8109,42.87,8109002,49606,99.39,186207.03
8110,42.87,8110002,49610,99.39,177214.13
8111,42.88,8111003,49613,99.39,189651.2
8112,42.88,8112003,49621,99.39,186049.68
8113,42.89,8113000,49624,99.39,177748.92
8114,42.89,8114003,49629,99.39,185325.41
8115,42.9,8115001,49635,99.39,189562.33
8116,42.9,8116002,49646,99.39,178083.57
8117,42.91,8117000,49648,99.39,190928.45
8118,42.92,8118001,49659,99.39,188510.16
8119,42.92,8119003,49665,99.39,169970.58
8120,42.93,8120002,49678,99.39,183849.31
8121,42.93,8121001,49683,99.39,184961.14
8122,42.94,8122000,49688,99.39,173950.09
8123,42.94,8123002,49702,99.39,186454.86
8124,42.95,8124001,49707,99.39,190980.39
8125,42.95,8125000,49712,99.39,173137.87
8126,42.96,8126003,49717,99.39,182527.2
8127,42.97,8127003,49721,99.39,180859.13
8128,42.97,8128001,49727,99.39,176019.32
8129,42.98,8129003,49729,99.39,186554.18
8130,42.98,8130003,49733,99.39,187337.71
8131,42.99,8131003,49745,99.39,176930.06
8132,42.99,8132001,49751,99.39,191443.65
8133,43.0,8133000,49756,99.39,190719.6
8134,43.0,8134002,49762,99.39,174690.02
8135,43.01,8135001,49771,99.39,186766.65
8136,43.01,8136002,49778,99.39,187165.58
8137,43.02,8137001,49779,99.39,180134.55
8138,43.03,8138000,49784,99.39,189169.74
8139,43.03,8139001,49795,99.39,187065.51
8140,43.04,8140003,49801,99.39,176435.46
8141,43.04,8141001,49807,99.39,185094.64
8142,43.05,8142001,49811,99.39,192903.65
8143,43.05,8143000,49812,99.39,184213.04
8144,43.06,8144001,49819,99.39,186957.22
8145,43.06,8145000,49828,99.39,186103.03
8146,43.07,8146002,49830,99.39,185246.73
8147,43.07,8147003,49837,99.39,179269.78
8148,43.08,8148000,49844,99.39,189612.82
8149,43.08,8149001,49855,99.39,178333.19
8150,43.09,8150003,49857,99.39,185557.53
8151,43.1,8151003,49861,99.39,193419.6
8152,43.1,8152002,49866,99.39,182607.41
8153,43.11,8153001,49871,99.39,178477.22
8154,43.11,8154003,49877,99.39,187052.37
8155,43.12,8155001,49879,99.39,182146.79
8156,43.12,8156000,49888,99.39,183174.19
8157,43.13,8157002,49890,99.39,192651.51
8158,43.13,8158001,49895,99.39,182862.43
8159,43.14,8159000,49900,99.39,178942.16
8160,43.14,8160003,49905,99.39,187339.1
8161,43.15,8161001,49911,99.39,187583.03
8162,43.16,8162003,49917,99.39,176228.3
8163,43.16,8163001,49923,99.39,188724.77
8164,43.17,8164000,49932,99.39,186899.94
8165,43.17,8165003,49941,99.39,174958.91
8166,43.18,8166000,49944,99.39,191033.4
8167,43.18,8167001,49943,99.39,184589.95
8168,43.19,8168001,49951,99.39,175869.18
8169,43.19,8169002,49958,99.39,190589.6
8170,43.2,8170002,49958,99.39,189753.17
8171,43.2,8171003,49961,99.39,178302.9
8172,43.21,8172002,49974,99.39,187468.56
8173,43.21,8173001,49983,99.39,187075.17
8174,43.22,8174000,49984,99.39,180289.56
8175,43.23,8175001,49991,99.39,190166.6
8176,43.23,8176001,49999,99.39,187925.27
8177,43.24,8177004,50000,99.39,166920.09
8178,43.24,8178003,50001,99.39,188633.22
8179,43.25,8179001,50007,99.39,192881.55
8180,43.25,8180003,50009,99.39,173328.35
8181,43.26,8181001,50011,99.39,182591.73
8182,43.26,8182003,50013,99.39,192316.51
8183,43.27,8183001,50023,99.39,181357.63
8184,43.28,8184000,50036,99.39,174007.88
8185,43.28,8185003,50041,99.39,190107.41
8186,43.29,8186002,50046,99.39,185378.48
8187,43.29,8187003,50045,99.39,185922.34
8188,43.3,8188002,50050,99.39,190243.35
8189,43.3,8189003,50057,99.39,177144.35
8190,43.31,8190003,50061,99.39,186322.42
8191,43.31,8191002,50070,99.39,187284.21
8192,43.32,8192001,50079,99.39,179972.07
8193,43.32,8193001,50083,99.39,185695.49
8194,43.33,8194002,50090,99.39,190780.13
8195,43.33,8195001,50091,99.39,186384.49
8196,43.34,8196001,50099,99.39,183381.6
8197,43.34,8197001,50107,99.39,188431.83
8198,43.35,8198003,50109,99.39,184393.32
8199,43.36,8199000,50116,99.39,179027.36
8200,43.36,8200003,50125,99.39,189133.07
8201,43.37,8201003,50133,99.39,185629.74
8202,43.37,8202000,50136,99.39,173551.4
8203,43.38,8203001,50139,99.39,191616.01
8204,43.38,8204001,50139,99.39,188533.47
8205,43.39,8205002,50146,99.39,174146.51
8206,43.39,8206003,50149,99.39,193917.06
8207,43.4,8207003,50153,99.39,185490.18
8208,43.41,8208003,50161,99.39,172003.44
8209,43.41,8209000,50168,99.39,182496.34
8210,43.42,8210000,50176,99.39,191459.53
8211,43.42,8211003,50185,99.39,176271.14
8212,43.43,8212001,50191,99.39,190641.5
8213,43.43,8213002,50198,99.39,188518.63
8214,43.44,8214002,50202,99.39,181516.6
8215,43.44,8215002,50210,99.39,187061.99
8216,43.45,8216003,50213,99.39,189514.23
8217,43.45,8217003,50221,99.39,172761.51
8218,43.46,8218000,50228,99.39,187799.03
8219,43.46,8219001,50235,99.39,188586.37
8220,43.47,8220001,50239,99.39,172889.69
8221,43.48,8221003,50245,99.39,184328.62
8222,43.48,8222002,50250,99.39,191626.71
8223,43.49,8223001,50255,99.39,176410.82
8224,43.49,8224001,50259,99.39,190546.25
8225,43.5,8225002,50266,99.39,185306.89
8226,43.5,8226002,50270,99.39,175039.81
8227,43.51,8227000,50272,99.39,185850.7
8228,43.51,8228000,50276,99.39,193642.84
8229,43.52,8229001,50279,99.39,181768.91
8230,43.52,8230001,50287,99.39,188890.07
8231,43.53,8231002,50290,99.39,193997.7
8232,43.54,8232002,50298,99.39,179343.4
8233,43.54,8233003,50301,99.39,181431.15
8234,43.55,8234003,50309,99.39,191757.14
8235,43.55,8235003,50313,99.39,179951.26
8236,43.56,8236000,50320,99.39,166861.7
8237,43.56,8237002,50326,99.39,185557.53
8238,43.57,8238001,50327,99.39,183038.17
8239,43.57,8239002,50338,99.39,181635.23
8240,43.58,8240003,50341,99.39,188764.42
8241,43.58,8241000,50344,99.39,184387.37
8242,43.59,8242001,50347,99.39,181768.91
8243,43.6,8243003,50349,99.39,189806.37
8244,43.6,8244001,50355,99.39,180668.8
8245,43.61,8245000,50360,99.39,177788.09
8246,43.61,8246000,50372,99.39,187162.16
8247,43.62,8247002,50382,99.39,182876.84
8248,43.62,8248001,50395,99.39,175951.53
8249,43.63,8249003,50397,99.39,192527.95
8250,43.63,8250002,50398,99.39,183310.43
8251,43.64,8251003,50401,99.39,178743.17
8252,43.64,8252002,50402,99.39,186733.35
8253,43.65,8253001,50411,99.39,184115.9
8254,43.66,8254001,50419,99.39,175714.45
8255,43.66,8255003,50421,99.39,189378.72
8256,43.67,8256002,50426,99.39,186417.66
8257,43.67,8257001,50435,99.39,174923.17
8258,43.68,8258001,50439,99.39,192090.86
8259,43.68,8259001,50443,99.39,184567.83
8260,43.69,8260003,50449,99.39,174653.73
8261,43.69,8261003,50457,99.39,182917.75
8262,43.7,8262001,50467,99.39,181751.35
8263,43.7,8263001,50471,99.39,179174.85
8264,43.71,8264002,50474,99.39,191808.59
8265,43.72,8265002,50482,99.39,173339.84
8266,43.72,8266002,50490,99.39,177777.48
8267,43.73,8267003,50501,99.39,191791.07
8268,43.73,8268000,50508,99.39,188867.76
8269,43.74,8269000,50516,99.39,178572.21
8270,43.74,8270002,50526,99.39,186521.06
8271,43.75,8271000,50532,99.39,192146.68
8272,43.75,8272003,50537,99.39,175836.44
8273,43.76,8273002,50542,99.39,190658.86
8274,43.76,8274002,50546,99.39,185219.87
8275,43.77,8275002,50554,99.39,178473.43
8276,43.78,8276001,50559,99.39,192145.17
8277,43.78,8277003,50561,99.39,188385.52
8278,43.79,8278003,50565,99.39,170299.4
8279,43.79,8279001,50567,99.39,182416.67
8280,43.8,8280001,50571,99.39,189856.24
8281,43.8,8281001,50575,99.39,172619.31
8282,43.81,8282001,50575,99.39,189043.31
8283,43.81,8283000,50584,99.39,190650.18
8284,43.82,8284003,50589,99.39,179367.57
8285,43.82,8285003,50593,99.39,186521.28
8286,43.83,8286003,50597,99.39,188085.38
8287,43.84,8287003,50601,99.39,177649.47
8288,43.84,8288002,50606,99.39,183503.1
8289,43.85,8289000,50612,99.39,186821.18
8290,43.85,8290003,50621,99.39,178598.47
8291,43.86,8291000,50628,99.39,184460.57
8292,43.86,8292002,50634,99.39,186273.05
8293,43.87,8293003,50637,99.39,183436.66
8294,43.87,8294000,50640,99.39,180161.18
8295,43.88,8295000,50644,99.39,177559.22
8296,43.88,8296000,50652,99.39,178405.1
8297,43.89,8297000,50656,99.39,182551.53
8298,43.9,8298002,50658,99.39,191991.44
8299,43.9,8299000,50660,99.39,182551.91
8300,43.91,8300000,50668,99.39,182076.05
8301,43.91,8301003,50673,99.39,191022.43
8302,43.92,8302002,50678,99.39,185476.95
8303,43.92,8303000,50684,99.39,179299.04
8304,43.93,8304002,50686,99.39,189412.86
8305,43.93,8305002,50702,99.39,185432.78
8306,43.94,8306000,50708,99.39,178116.48
8307,43.94,8307003,50713,99.39,191039.78
8308,43.95,8308003,50717,99.39,183558.16
8309,43.96,8309001,50723,99.39,176546.41
8310,43.96,8310003,50733,99.39,190486.0
8311,43.97,8311003,50737,99.39,189401.85
8312,43.97,8312001,50739,99.39,179622.18
8313,43.98,8313000,50744,99.39,185756.51
8314,43.98,8314000,50752,99.39,187128.76
8315,43.99,8315001,50755,99.39,177166.78
8316,43.99,8316000,50764,99.39,187359.58
8317,44.0,8317002,50770,99.39,185214.08
8318,44.0,8318002,50774,99.39,175493.89
8319,44.01,8319001,50787,99.39,186078.24
8320,44.01,8320001,50799,99.39,185146.29
8321,44.02,8321002,50802,99.39,174182.64
8322,44.03,8322000,50808,99.39,188937.73
8323,44.03,8323000,50816,99.39,188423.36
8324,44.04,8324000,50820,99.39,174102.53
8325,44.04,8325001,50827,99.39,186541.89
8326,44.05,8326002,50834,99.39,186376.27
8327,44.05,8327003,50837,99.39,181305.8
8328,44.06,8328002,50842,99.39,189024.66
8329,44.06,8329002,50846,99.39,188254.22
8330,44.07,8330001,50859,99.39,172326.12
8331,44.08,8331000,50864,99.39,184692.1
8332,44.08,8332002,50870,99.39,191816.18
8333,44.09,8333000,50876,99.39,177099.15
8334,44.09,8334002,50882,99.39,184636.35
8335,44.1,8335000,50892,99.39,185875.46
8336,44.1,8336003,50897,99.39,179054.56
8337,44.11,8337003,50905,99.39,186870.31
8338,44.11,8338001,50907,99.39,188843.97
8339,44.12,8339000,50908,99.39,178264.61
8340,44.12,8340003,50913,99.39,184885.6
8341,44.13,8341001,50919,99.39,190710.98
8342,44.13,8342002,50930,99.39,178492.4
8343,44.14,8343001,50939,99.39,175730.15
8344,44.15,8344000,50948,99.39,183905.8
8345,44.15,8345002,50962,99.39,176561.47
8346,44.16,8346001,50975,99.39,179294.38
8347,44.16,8347003,50977,99.39,192686.84
8348,44.17,8348001,50979,99.39,188665.23
8349,44.17,8349003,50985,99.39,181158.35
8350,44.18,8350002,50990,99.39,189666.38
8351,44.18,8351000,51000,99.39,178915.86
8352,44.19,8352004,51000,99.39,170724.12
8353,44.2,8353001,51007,99.39,193589.24
8354,44.2,8354001,51011,99.39,188288.02
8355,44.21,8355001,51019,99.39,184511.0
8356,44.21,8356003,51029,99.39,185173.27
8357,44.22,8357003,51037,99.39,181155.96
8358,44.22,8358003,51037,99.39,180633.25
8359,44.23,8359001,51047,99.39,187004.8
8360,44.23,8360000,51056,99.39,189924.29
8361,44.24,8361002,51066,99.39,171896.3
8362,44.24,8362002,51074,99.39,190693.52
8363,44.25,8363003,51077,99.39,191467.45
8364,44.25,8364001,51079,99.39,173293.95
8365,44.26,8365000,51084,99.39,187922.58
8366,44.27,8366003,51089,99.39,184682.69
8367,44.27,8367002,51094,99.39,182067.86
8368,44.28,8368001,51107,99.39,184480.68
8369,44.28,8369000,51116,99.39,185518.01
8370,44.29,8370001,51119,99.39,175032.24
8371,44.29,8371000,51128,99.39,186276.77
8372,44.3,8372002,51134,99.39,184871.89
8373,44.3,8373000,51140,99.39,180271.98
8374,44.31,8374002,51142,99.39,186248.29
8375,44.31,8375002,51142,99.39,188431.83
8376,44.32,8376000,51140,99.39,176606.0
8377,44.33,8377001,51143,99.39,188476.31
8378,44.33,8378003,51149,99.39,183283.59
8379,44.34,8379001,51155,99.39,164657.2
8380,44.34,8380003,51157,99.39,187964.25
8381,44.35,8381002,51162,99.39,189881.26
8382,44.35,8382000,51168,99.39,176695.46
8383,44.36,8383002,51178,99.39,186421.78
8384,44.36,8384001,51179,99.39,192941.46
8385,44.37,8385001,51183,99.39,180726.65
8386,44.38,8386003,51193,99.39,174842.64
8387,44.38,8387003,51197,99.39,191599.47
8388,44.39,8388002,51202,99.39,180165.53
8389,44.39,8389000,51208,99.39,185192.91
8390,44.4,8390001,51219,99.39,191275.55
8391,44.4,8391003,51225,99.39,179479.53
8392,44.41,8392003,51229,99.39,185252.59
8393,44.41,8393002,51230,99.39,188141.96
8394,44.42,8394001,51243,99.39,175840.77
8395,44.42,8395003,51245,99.39,183724.27
8396,44.43,8396001,51255,99.39,192402.8
8397,44.43,8397002,51258,99.39,184007.46
8398,44.44,8398000,51264,99.39,183391.69
8399,44.45,8399000,51268,99.39,194396.74
8400,44.45,8400003,51269,99.39,186260.82
8401,44.46,8401003,51273,99.39,180183.18
8402,44.46,8402003,51277,99.39,190910.51
8403,44.47,8403002,51282,99.39,180779.61
8404,44.47,8404003,51289,99.39,179070.98
8405,44.48,8405001,51295,99.39,187768.15
8406,44.48,8406002,51294,99.39,188654.16
8407,44.49,8407002,51302,99.39,175965.09
8408,44.49,8408003,51309,99.39,188476.31
8409,44.5,8409002,51318,99.39,183978.47
8410,44.51,8410002,51326,99.39,174464.62
8411,44.51,8411000,51332,99.39,191768.16
8412,44.52,8412002,51338,99.39,190347.96
8413,44.52,8413002,51346,99.39,177529.16
8414,44.53,8414003,51353,99.39,190046.09
8415,44.53,8415001,51359,99.39,186264.2
8416,44.54,8416000,51364,99.39,164472.83
8417,44.54,8417002,51370,99.39,187955.84
8418,44.55,8418001,51375,99.39,189383.49
8419,44.55,8419000,51392,99.39,170392.0
8420,44.56,8420003,51397,99.39,189747.28
8421,44.57,8421001,51399,99.39,188937.73
8422,44.57,8422001,51403,99.39,174551.75
8423,44.58,8423001,51411,99.39,190485.67
8424,44.58,8424000,51412,99.39,191050.05
8425,44.59,8425000,51420,99.39,172825.58
8426,44.59,8426002,51426,99.39,188199.93
8427,44.6,8427003,51429,99.39,187986.85
8428,44.6,8428001,51435,99.39,170596.05
8429,44.61,8429000,51440,99.39,180522.58
8430,44.61,8430003,51453,99.39,189678.84
8431,44.62,8431000,51456,99.39,171748.03
8432,44.63,8432002,51462,99.39,191623.77
8433,44.63,8433000,51468,99.39,187205.52
8434,44.64,8434000,51476,99.39,173397.16
8435,44.64,8435000,51484,99.39,187480.06
8436,44.65,8436000,51488,99.39,189282.19
8437,44.65,8437001,51495,99.39,178872.63
8438,44.66,8438001,51507,99.39,184982.98
8439,44.66,8439003,51517,99.39,193520.86
8440,44.67,8440001,51527,99.39,180202.13
8441,44.67,8441003,51529,99.39,186042.17
8442,44.68,8442002,51534,99.39,191486.6
8443,44.69,8443003,51545,99.39,171752.85
8444,44.69,8444003,51553,99.39,180672.15
8445,44.7,8445002,51562,99.39,189280.83
8446,44.7,8446001,51571,99.39,180748.41
8447,44.71,8447000,51588,99.39,182400.74
8448,44.71,8448001,51591,99.39,186990.53
8449,44.72,8449002,51602,99.39,173606.45
8450,44.72,8450003,51609,99.39,182297.7
8451,44.73,8451002,51610,99.39,189855.45
8452,44.73,8452002,51614,99.39,178534.2
8453,44.74,8453002,51618,99.39,182519.76
8454,44.75,8454001,51623,99.39,191233.16
8455,44.75,8455001,51627,99.39,180438.98
8456,44.76,8456001,51639,99.39,181359.62
8457,44.76,8457002,51646,99.39,187274.11
8458,44.77,8458001,51651,99.39,180196.52
8459,44.77,8459002,51658,99.39,179707.16
8460,44.78,8460000,51664,99.39,183729.77
8461,44.78,8461002,51670,99.39,183852.86
8462,44.79,8462003,51677,99.39,183132.61
8463,44.79,8463000,51688,99.39,186917.62
8464,44.8,8464000,51696,99.39,179850.95
8465,44.81,8465003,51701,99.39,179950.68
8466,44.81,8466003,51709,99.39,188144.44
8467,44.82,8467000,51716,99.39,180674.92
8468,44.82,8468001,51723,99.39,173606.45
8469,44.83,8469002,51730,99.39,190849.51
8470,44.83,8470002,51734,99.39,181485.18
8471,44.84,8471003,51737,99.39,180138.94
8472,44.84,8472002,51738,99.39,190468.19
8473,44.85,8473003,51741,99.39,185675.67
8474,44.85,8474002,51746,99.39,178743.69
8475,44.86,8475001,51751,99.39,191451.6
8476,44.87,8476000,51760,99.39,185042.82
8477,44.87,8477000,51764,99.39,179397.09
8478,44.88,8478003,51765,99.39,190970.4
8479,44.88,8479001,51771,99.39,188054.96
8480,44.89,8480001,51775,99.39,178443.05
8481,44.89,8481002,51782,99.39,186409.37
8482,44.9,8482000,51788,99.39,188835.45
8483,44.9,8483002,51794,99.39,175822.81
8484,44.91,8484003,51801,99.39,188798.38
8485,44.91,8485000,51808,99.39,185516.22
8486,44.92,8486000,51812,99.39,173339.84
8487,44.93,8487003,51817,99.39,188785.09
8488,44.93,8488001,51823,99.39,186090.31
8489,44.94,8489000,51832,99.39,171437.74
8490,44.94,8490001,51835,99.39,188273.47
8491,44.95,8491000,51840,99.39,191268.07
8492,44.95,8492001,51843,99.39,179070.98
8493,44.96,8493002,51850,99.39,187282.47
8494,44.96,8494002,51854,99.39,185383.6
8495,44.97,8495000,51864,99.39,175399.77
8496,44.97,8496003,51869,99.39,177708.23
8497,44.98,8497001,51875,99.39,179368.19
